user_id,mean_rating
1,3.6814814814814816
2,3.8
3,3.0
4,4.357142857142857
5,2.956043956043956
6,3.581818181818182
7,3.892018779342723
8,3.6
9,4.166666666666667
10,4.212765957446808
11,3.533333333333333
12,4.28
13,3.136729222520107
14,4.219512195121951
15,3.033333333333333
16,4.3478260869565215
17,3.1578947368421053
18,3.9371069182389937
19,3.6
20,3.3076923076923075
21,2.663157894736842
22,3.3
23,3.6363636363636362
24,4.390243902439025
25,4.048780487804878
26,2.909090909090909
27,3.3
28,3.641025641025641
29,3.9411764705882355
30,3.8
31,3.9130434782608696
32,3.5454545454545454
33,3.642857142857143
34,3.8
35,3.0
36,4.0
37,3.4594594594594597
38,3.9047619047619047
39,3.8461538461538463
40,2.727272727272727
41,3.935483870967742
42,3.625
43,3.6785714285714284
44,3.6375
45,3.4827586206896552
46,4.181818181818182
47,3.5625
48,3.727272727272727
49,2.7289719626168223
50,3.5384615384615383
51,3.75
52,4.3428571428571425
53,4.0
54,3.3333333333333335
55,3.8
56,3.652173913043478
57,3.6296296296296298
58,3.875
59,4.023255813953488
60,4.1344537815126055
61,2.8333333333333335
62,3.317073170731707
63,2.9791666666666665
64,3.596330275229358
65,3.9791666666666665
66,3.5238095238095237
67,3.4166666666666665
68,3.1666666666666665
69,3.736842105263158
70,3.4025974025974026
71,3.8181818181818183
72,3.767123287671233
73,3.6470588235294117
74,3.761904761904762
75,3.1818181818181817
76,3.4
77,3.4615384615384617
78,3.357142857142857
79,4.185185185185185
80,3.9285714285714284
81,3.566666666666667
82,3.127906976744186
83,3.3974358974358974
84,3.744186046511628
85,3.547169811320755
86,3.6363636363636362
87,3.7787610619469025
88,4.090909090909091
89,4.15
90,4.25
91,3.9
92,3.230392156862745
93,3.0
94,3.660633484162896
95,3.484076433121019
96,4.25
97,3.9714285714285715
98,3.875
99,3.6507936507936507
100,3.0294117647058822
101,3.0
102,2.5625
103,3.4
104,2.7936507936507935
105,3.3125
106,3.7142857142857144
107,2.769230769230769
108,3.411764705882353
109,3.5
110,3.0853658536585367
111,3.5
112,3.9166666666666665
113,3.806451612903226
114,3.6296296296296298
115,4.040816326530612
116,3.0568181818181817
117,3.7222222222222223
118,4.642857142857143
119,3.877551020408163
120,3.5714285714285716
121,3.6739130434782608
122,3.9705882352941178
123,3.9310344827586206
124,3.5
125,3.4444444444444446
126,3.6956521739130435
127,4.181818181818182
128,3.5784313725490198
129,2.8666666666666667
130,4.078651685393258
131,4.066666666666666
132,3.7058823529411766
133,3.2777777777777777
134,3.5833333333333335
135,3.45
136,4.55
137,4.083333333333333
138,4.296296296296297
139,3.933333333333333
140,3.6
141,3.4461538461538463
142,3.8
143,3.7333333333333334
144,3.6666666666666665
145,3.3189189189189188
146,3.6842105263157894
147,4.3
148,4.0
149,3.0
150,3.8
151,4.0843373493975905
152,4.285714285714286
153,3.076923076923077
154,3.962962962962963
155,2.6363636363636362
156,3.7777777777777777
157,3.7037037037037037
158,3.8383838383838382
159,3.4057971014492754
160,4.090909090909091
161,2.5294117647058822
162,3.35
163,3.076923076923077
164,4.0606060606060606
165,4.0
166,3.3
167,3.8157894736842106
168,3.257142857142857
169,3.9565217391304346
170,3.6666666666666665
171,3.4210526315789473
172,3.0
173,4.185185185185185
174,3.8020833333333335
175,3.8260869565217392
176,3.642857142857143
177,3.7301587301587302
178,3.718954248366013
179,2.9130434782608696
180,3.8529411764705883
181,1.518348623853211
182,4.142857142857143
183,3.1666666666666665
184,3.7142857142857144
185,3.875
186,3.3333333333333335
187,4.205882352941177
188,3.896551724137931
189,3.963302752293578
190,3.388888888888889
191,4.0
192,3.45
193,3.278688524590164
194,2.9444444444444446
195,3.2244897959183674
196,3.238095238095238
197,3.1923076923076925
198,3.2547169811320753
199,3.1578947368421053
200,4.0
201,3.144186046511628
202,2.8461538461538463
203,3.272727272727273
204,3.6315789473684212
205,2.8
206,1.878787878787879
207,3.218045112781955
208,3.727272727272727
209,3.375
210,3.9857142857142858
211,3.380952380952381
212,4.235294117647059
213,4.2388059701492535
214,3.873015873015873
215,3.86
216,3.9315068493150687
217,3.054054054054054
218,3.606060606060606
219,4.125
220,3.8
221,3.6144578313253013
222,3.032863849765258
223,3.1923076923076925
224,3.09375
225,4.8
226,3.6451612903225805
227,3.2777777777777777
228,2.857142857142857
229,3.1333333333333333
230,3.92
231,3.6
232,3.893617021276596
233,4.352941176470588
234,3.1043165467625897
235,3.893617021276596
236,3.357142857142857
237,4.111111111111111
238,3.2142857142857144
239,4.116279069767442
240,3.6
241,3.3333333333333335
242,4.2727272727272725
243,3.5555555555555554
244,3.7094017094017095
245,3.3076923076923075
246,2.954954954954955
247,3.8
248,3.1904761904761907
249,4.191011235955056
250,3.830769230769231
251,3.727272727272727
252,4.545454545454546
253,3.9464285714285716
254,3.152941176470588
255,2.4782608695652173
256,4.069565217391304
257,4.258064516129032
258,3.625
259,3.814814814814815
260,4.166666666666667
261,4.1
262,3.207317073170732
263,4.05
264,4.190476190476191
265,3.6296296296296298
266,3.1875
267,3.990566037735849
268,2.9329608938547485
269,2.8502994011976046
270,4.291666666666667
271,3.590062111801242
272,4.387096774193548
273,3.5
274,4.0256410256410255
275,3.0625
276,3.4160839160839163
277,3.2857142857142856
278,4.166666666666667
279,3.1735537190082646
280,3.6530612244897958
281,3.2941176470588234
282,3.4
283,4.071428571428571
284,3.607142857142857
285,3.8125
286,3.8354430379746836
287,3.857142857142857
288,3.7209302325581395
289,2.6153846153846154
290,3.4177215189873418
291,3.69364161849711
292,4.142857142857143
293,3.097674418604651
294,3.5
295,4.29
296,4.256756756756757
297,3.4086021505376345
298,4.1923076923076925
299,3.5064935064935066
300,3.75
301,3.589403973509934
302,2.5
303,3.3659420289855073
304,3.4615384615384617
305,3.424
306,3.3333333333333335
307,3.6666666666666665
308,3.834862385321101
309,3.8181818181818183
310,3.0
311,3.7567567567567566
312,4.484615384615385
313,3.6470588235294117
314,3.6714285714285713
315,3.977777777777778
316,3.1136363636363638
317,3.5833333333333335
318,3.6875
319,3.25
320,3.7341772151898733
321,3.8194444444444446
322,4.222222222222222
323,3.6363636363636362
324,4.392156862745098
325,3.3552631578947367
326,3.2212389380530975
327,3.28
328,3.408284023668639
